时间,实发辐照度,辐照度,温度,风速,风向,压强,湿度,实际功率
2020-10-29 00:00:00,0.0,0.0,22.1,2.48,98.109,1013.68,90.666,0.0
2020-10-29 00:05:00,0.0,0.0,22.0,2.58,101.857,1013.78,91.666,0.0
2020-10-29 00:10:00,0.0,0.0,21.897,2.578,91.897,1013.58,89.663,0.0
2020-10-29 00:15:00,0.0,0.0,21.787,2.399,74.393,1013.47,88.653,0.0
2020-10-29 00:20:00,0.0,0.0,21.9,2.361,79.414,1013.68,90.666,0.0
2020-10-29 00:25:00,0.0,0.0,21.889,2.995,85.415,1013.68,92.668,0.0
2020-10-29 00:30:00,0.0,0.0,21.891,2.65,90.827,1013.65,91.664,0.0
2020-10-29 00:35:00,0.0,0.0,21.89,2.597,89.709,1013.63,91.665,0.0
2020-10-29 00:40:00,0.0,0.0,21.89,2.727,99.593,1013.6,91.666,0.0
2020-10-29 00:45:00,0.0,0.0,21.889,1.835,91.026,1013.57,91.666,0.0
2020-10-29 00:50:00,0.0,0.0,21.89,1.904,98.695,1013.57,91.665,0.0
2020-10-29 00:55:00,0.0,0.0,21.68,1.511,93.198,1013.58,91.661,0.0
2020-10-29 01:00:00,0.0,0.0,21.786,2.408,91.507,1013.58,91.663,0.0
2020-10-29 01:05:00,0.0,0.0,21.785,2.443,97.832,1013.37,91.664,0.0
2020-10-29 01:10:00,0.0,0.0,21.578,2.055,93.364,1013.47,91.666,0.0
2020-10-29 01:15:00,0.0,0.0,21.681,3.166,97.852,1013.47,93.671,0.0
2020-10-29 01:20:00,0.0,0.0,21.475,3.351,98.751,1013.47,92.668,0.0
2020-10-29 01:25:00,0.0,0.0,21.575,2.183,108.571,1013.47,92.671,0.0
2020-10-29 01:30:00,0.0,0.0,21.374,2.052,93.659,1013.27,92.671,0.0
2020-10-29 01:35:00,0.0,0.0,21.267,3.106,102.795,1013.16,92.668,0.0
2020-10-29 01:40:00,0.0,0.0,21.368,3.169,88.246,1013.06,94.672,0.0
2020-10-29 01:45:00,0.0,0.0,21.373,3.254,99.862,1012.95,93.666,0.0
2020-10-29 01:50:00,0.0,0.0,21.163,3.012,99.052,1013.05,93.668,0.0
2020-10-29 01:55:00,0.0,0.0,21.266,2.28,112.352,1013.05,93.669,0.0
2020-10-29 02:00:00,0.0,0.0,21.268,2.474,109.228,1012.84,93.667,0.0
2020-10-29 02:05:00,0.0,0.0,21.273,2.247,103.935,1012.96,93.662,0.0
2020-10-29 02:10:00,0.0,0.0,21.269,1.871,108.21,1012.95,93.666,0.0
2020-10-29 02:15:00,0.0,0.0,21.267,3.78,108.475,1012.74,91.664,0.0
2020-10-29 02:20:00,0.0,0.0,21.268,4.031,95.318,1012.85,93.667,0.0
2020-10-29 02:25:00,0.0,0.0,21.272,4.004,108.0,1012.85,93.663,0.0
2020-10-29 02:30:00,0.0,0.0,21.27,3.95,98.066,1012.85,93.665,0.0
2020-10-29 02:35:00,0.0,0.0,21.27,3.402,96.711,1012.63,93.665,0.0
2020-10-29 02:40:00,0.0,0.0,21.27,3.593,93.581,1012.74,93.665,0.0
2020-10-29 02:45:00,0.0,0.0,21.263,3.299,99.512,1012.73,94.67,0.0
2020-10-29 02:50:00,0.0,0.0,21.056,2.812,97.004,1012.52,93.663,0.0
2020-10-29 02:55:00,0.0,0.0,21.159,3.604,106.066,1012.62,93.666,0.0
2020-10-29 03:00:00,0.0,0.0,21.165,3.335,101.169,1012.41,93.66,0.0
2020-10-29 03:05:00,0.0,0.0,21.166,2.949,104.249,1012.56,93.663,0.0
2020-10-29 03:10:00,0.0,0.0,21.168,3.132,95.374,1012.55,93.666,0.0
2020-10-29 03:15:00,0.0,0.0,21.17,3.458,95.713,1012.52,93.668,0.0
2020-10-29 03:20:00,0.0,0.0,21.168,2.925,101.646,1012.51,92.657,0.0
2020-10-29 03:25:00,0.0,0.0,21.156,2.945,94.128,1012.54,93.669,0.0
2020-10-29 03:30:00,0.0,0.0,21.16,3.623,98.973,1012.51,93.666,0.0
2020-10-29 03:35:00,0.0,0.0,21.161,3.304,96.839,1012.52,93.664,0.0
2020-10-29 03:40:00,0.0,0.0,21.164,3.209,108.866,1012.52,93.664,0.0
2020-10-29 03:45:00,0.0,0.0,21.157,3.763,84.703,1012.51,93.668,0.0
2020-10-29 03:50:00,0.0,0.0,20.946,3.743,93.088,1012.52,94.679,0.0
2020-10-29 03:55:00,0.0,0.0,21.068,2.864,93.745,1012.51,93.676,0.0
2020-10-29 04:00:00,0.0,0.0,21.054,2.612,95.282,1012.3,93.671,0.0
2020-10-29 04:05:00,0.0,0.0,20.842,3.06,97.449,1012.66,93.674,0.0
2020-10-29 04:10:00,0.0,0.0,20.724,2.642,93.711,1012.55,93.673,0.0
2020-10-29 04:15:00,0.0,0.0,20.606,2.673,94.33,1012.76,93.675,0.0
2020-10-29 04:20:00,0.0,0.0,20.488,2.364,94.294,1012.65,93.673,0.0
2020-10-29 04:25:00,0.0,0.0,20.37,2.389,103.909,1012.86,92.662,0.0
2020-10-29 04:30:00,0.0,0.0,21.054,2.088,107.311,1012.75,93.671,0.0
2020-10-29 04:35:00,0.0,0.0,21.02,3.092,93.157,1012.75,93.671,0.0
2020-10-29 04:40:00,0.0,0.0,21.003,2.83,108.686,1012.69,93.678,0.0
2020-10-29 04:45:00,0.0,0.0,21.0,2.584,110.207,1012.76,93.676,0.0
2020-10-29 04:50:00,0.0,0.0,20.961,2.661,100.324,1012.97,93.672,0.0
2020-10-29 04:55:00,0.0,0.0,20.964,1.885,93.192,1012.87,94.682,0.0
2020-10-29 05:00:00,0.0,0.0,20.944,1.549,97.033,1012.84,93.672,0.0
2020-10-29 05:05:00,0.0,0.0,20.946,2.145,97.728,1012.85,93.673,0.0
2020-10-29 05:10:00,0.0,0.0,20.941,1.624,107.253,1013.08,93.676,0.0
2020-10-29 05:15:00,0.0,0.0,20.941,2.089,108.802,1012.97,93.674,0.0
2020-10-29 05:20:00,0.0,0.0,20.95,2.342,102.29,1012.96,93.678,0.0
2020-10-29 05:25:00,0.0,0.0,20.952,2.382,89.553,1012.98,93.679,0.0
2020-10-29 05:30:00,0.0,0.0,20.835,2.664,88.199,1012.97,92.666,0.0
2020-10-29 05:35:00,0.0,0.0,20.734,2.759,94.517,1012.98,93.681,0.0
2020-10-29 05:40:00,0.0,0.0,20.897,2.787,94.318,1013.22,93.676,0.0
2020-10-29 05:45:00,0.0,0.0,20.899,2.577,101.049,1013.32,93.681,0.0
2020-10-29 05:50:00,0.0,0.0,21.065,3.067,87.232,1013.42,93.681,0.0
2020-10-29 05:55:00,0.0,0.0,20.962,2.589,101.826,1013.32,93.679,0.0
2020-10-29 06:00:00,0.0,0.0,20.961,2.642,109.288,1013.32,94.685,0.0
2020-10-29 06:05:00,0.0,0.0,20.904,2.513,96.761,1013.32,93.684,0.0
2020-10-29 06:10:00,0.0,0.0,20.903,2.565,90.604,1013.52,93.684,0.0
2020-10-29 06:15:00,0.0,0.0,20.9,2.698,95.156,1013.41,93.678,0.0
2020-10-29 06:20:00,0.0,0.0,20.901,3.256,95.044,1013.62,93.684,0.0
2020-10-29 06:25:00,0.0,0.0,20.942,2.587,101.669,1013.52,93.684,0.0
2020-10-29 06:30:00,0.0,0.0,20.962,2.472,115.105,1013.72,93.682,0.0
2020-10-29 06:35:00,0.0,0.0,20.961,2.683,109.431,1013.62,92.672,0.0
2020-10-29 06:40:00,0.0,0.0,20.796,2.364,103.229,1013.62,93.684,0.0
2020-10-29 06:45:00,0.0,0.0,20.957,2.712,101.374,1013.83,93.679,0.0
2020-10-29 06:50:00,2.007,0.087,20.964,2.98,95.578,1013.93,93.684,0.0
2020-10-29 06:55:00,3.33,0.16,21.072,2.943,85.166,1013.82,93.681,0.0
2020-10-29 07:00:00,5.95,0.386,20.972,3.065,103.938,1014.03,93.685,0.0
2020-10-29 07:05:00,10.6,0.624,20.965,2.548,101.853,1013.92,91.664,0.0
2020-10-29 07:10:00,10.42,0.495,20.972,3.166,94.01,1014.13,92.684,0.0
2020-10-29 07:15:00,13.711,0.668,21.181,3.784,93.311,1014.02,92.676,0.0
2020-10-29 07:20:00,15.761,0.749,21.072,2.823,101.055,1014.24,92.676,0.0
2020-10-29 07:25:00,15.351,0.729,21.071,2.569,88.993,1014.13,92.675,0.0
2020-10-29 07:30:00,18.065,0.872,21.077,2.898,97.425,1014.38,92.681,0.0
2020-10-29 07:35:00,17.008,0.8,21.283,2.86,100.701,1014.48,92.682,0.0
2020-10-29 07:40:00,13.709,0.652,21.182,3.118,101.758,1014.58,92.676,0.0
2020-10-29 07:45:00,13.823,0.761,21.173,3.333,89.927,1014.69,92.674,0.0
2020-10-29 07:50:00,16.161,0.783,21.392,3.115,93.697,1014.58,92.673,0.0
2020-10-29 07:55:00,24.176,1.173,21.283,3.055,90.055,1014.58,92.674,0.1
2020-10-29 08:00:00,25.493,1.206,21.291,3.312,93.688,1014.59,92.666,0.193
2020-10-29 08:05:00,25.597,1.231,21.282,2.622,96.972,1014.8,90.654,0.208
2020-10-29 08:10:00,27.181,1.296,21.501,2.694,101.087,1014.69,91.675,0.226
2020-10-29 08:15:00,24.66,1.163,21.397,3.219,94.568,1014.9,91.678,0.116
2020-10-29 08:20:00,22.926,1.092,21.399,3.169,85.374,1014.8,91.679,0.028
2020-10-29 08:25:00,25.239,1.205,21.392,2.94,90.761,1015.01,91.664,0.103
2020-10-29 08:30:00,28.322,1.354,21.4,3.06,90.502,1014.91,91.656,0.22
2020-10-29 08:35:00,26.244,1.235,21.608,4.132,90.067,1015.12,91.661,0.22
2020-10-29 08:40:00,24.15,1.15,21.499,3.259,98.406,1015.23,91.663,0.21
2020-10-29 08:45:00,24.377,1.174,21.502,2.768,91.75,1015.34,91.661,0.186
2020-10-29 08:50:00,36.287,1.963,21.5,3.435,94.581,1015.24,91.656,0.273
2020-10-29 08:55:00,45.516,2.17,21.506,3.453,101.788,1015.24,91.657,0.354
2020-10-29 09:00:00,56.841,2.75,21.503,2.661,108.486,1015.23,91.66,0.516
2020-10-29 09:05:00,78.538,3.639,21.5,3.23,106.868,1015.23,89.647,0.806
2020-10-29 09:10:00,68.318,3.223,21.712,2.484,100.047,1015.44,90.676,0.694
2020-10-29 09:15:00,64.796,3.079,21.603,2.679,104.391,1015.34,90.678,0.643
2020-10-29 09:20:00,67.683,3.218,21.607,3.298,97.413,1015.34,90.675,0.67
2020-10-29 09:25:00,73.972,3.535,21.604,3.384,97.684,1015.55,90.656,0.721
2020-10-29 09:30:00,70.263,3.302,21.813,3.155,96.681,1015.65,90.662,0.685
2020-10-29 09:35:00,51.409,2.435,21.92,3.522,103.187,1015.54,90.653,0.488
2020-10-29 09:40:00,56.709,2.814,21.818,3.344,91.587,1015.75,90.649,0.558
2020-10-29 09:45:00,82.872,4.511,21.815,3.578,104.066,1015.64,90.651,0.846
2020-10-29 09:50:00,106.817,5.019,22.024,2.97,106.047,1015.61,90.65,1.089
2020-10-29 09:55:00,131.347,6.172,22.127,2.961,117.412,1015.65,90.65,1.347
2020-10-29 10:00:00,87.134,3.857,22.021,2.884,94.611,1015.86,90.653,0.857
2020-10-29 10:05:00,99.093,4.514,22.017,2.176,91.676,1015.75,88.637,0.971
2020-10-29 10:10:00,91.433,4.234,22.019,2.462,92.863,1015.75,89.67,0.924
2020-10-29 10:15:00,75.668,3.484,22.018,3.04,89.287,1015.75,89.669,0.783
2020-10-29 10:20:00,74.76,3.57,22.018,2.528,94.697,1015.75,89.666,0.782
2020-10-29 10:25:00,116.217,5.663,22.229,3.088,96.54,1015.76,89.66,1.224
2020-10-29 10:30:00,179.142,8.872,22.336,3.284,92.375,1015.75,89.644,1.933
2020-10-29 10:35:00,159.36,7.529,22.446,3.585,90.044,1015.97,89.646,1.744
2020-10-29 10:40:00,93.151,4.375,22.34,3.885,87.2,1015.86,89.643,0.994
2020-10-29 10:45:00,74.996,3.668,22.342,3.267,103.362,1016.07,89.641,0.798
2020-10-29 10:50:00,100.981,4.853,22.345,2.978,93.912,1015.91,89.637,1.113
2020-10-29 10:55:00,84.183,3.877,22.342,3.0,91.309,1015.9,89.641,0.913
2020-10-29 11:00:00,78.616,3.752,22.34,3.44,99.063,1015.89,89.643,0.831
2020-10-29 11:05:00,139.105,6.542,22.341,3.0,98.321,1015.65,87.632,1.465
2020-10-29 11:10:00,148.014,6.917,22.546,2.925,91.981,1015.75,88.632,1.587
2020-10-29 11:15:00,122.923,5.739,22.654,2.673,91.733,1015.54,88.64,1.301
2020-10-29 11:20:00,105.471,5.012,22.527,3.55,96.371,1015.64,88.634,1.098
2020-10-29 11:25:00,105.48,5.023,22.5,2.586,87.626,1015.65,88.64,1.114
2020-10-29 11:30:00,126.668,6.334,22.5,3.708,82.413,1015.64,88.636,1.332
2020-10-29 11:35:00,179.87,8.712,22.541,3.385,83.214,1015.42,88.638,1.973
2020-10-29 11:40:00,160.945,7.573,22.553,3.16,87.554,1015.32,88.633,1.801
2020-10-29 11:45:00,121.831,5.772,22.55,2.882,96.376,1015.42,88.637,1.339
2020-10-29 11:50:00,108.31,5.063,22.549,3.049,91.732,1015.21,88.637,1.171
2020-10-29 11:55:00,143.048,6.858,22.553,3.736,96.971,1015.31,88.633,1.52
2020-10-29 12:00:00,138.545,6.56,22.549,3.802,91.964,1015.32,88.637,1.498
2020-10-29 12:05:00,127.789,6.045,22.548,2.834,92.175,1015.32,89.647,1.318
2020-10-29 12:10:00,131.214,6.288,22.396,1.96,111.417,1015.31,90.651,1.303
2020-10-29 12:15:00,142.168,6.763,22.293,0.903,112.374,1015.31,91.654,1.456
2020-10-29 12:20:00,137.478,6.514,22.4,1.632,110.852,1015.1,90.646,1.409
2020-10-29 12:25:00,101.346,4.714,22.166,1.907,103.976,1015.2,92.657,1.049
2020-10-29 12:30:00,66.769,3.133,21.969,2.724,102.38,1014.99,91.649,0.72
2020-10-29 12:35:00,60.371,3.105,21.735,3.509,98.479,1015.09,93.661,0.623
2020-10-29 12:40:00,79.446,3.795,21.599,2.769,96.696,1015.1,92.652,0.789
2020-10-29 12:45:00,69.112,3.231,21.458,3.508,96.939,1014.88,92.652,0.711
2020-10-29 12:50:00,61.985,2.978,21.351,3.709,89.584,1014.77,92.654,0.607
2020-10-29 12:55:00,72.937,3.602,21.246,3.611,83.865,1014.66,92.655,0.751
2020-10-29 13:00:00,74.779,3.571,21.352,3.375,84.328,1014.77,92.655,0.765
2020-10-29 13:05:00,71.58,3.39,21.35,4.025,95.646,1014.76,94.665,0.739
2020-10-29 13:10:00,56.196,2.556,21.355,3.027,93.808,1014.55,93.656,0.573
2020-10-29 13:15:00,65.439,3.152,21.353,2.645,96.754,1014.66,93.658,0.673
2020-10-29 13:20:00,78.218,3.693,21.347,3.038,97.365,1014.45,93.664,0.868
2020-10-29 13:25:00,81.751,4.094,21.348,2.752,101.338,1014.35,93.663,0.899
2020-10-29 13:30:00,81.495,3.878,21.355,3.918,92.786,1014.24,93.656,0.89
2020-10-29 13:35:00,82.714,3.924,21.382,3.059,94.622,1014.13,93.659,0.858
2020-10-29 13:40:00,72.802,3.455,21.396,3.327,86.048,1014.02,93.661,0.757
2020-10-29 13:45:00,71.327,3.405,21.352,3.519,91.696,1013.91,93.659,0.734
2020-10-29 13:50:00,61.056,2.874,21.498,2.159,91.873,1014.01,93.656,0.657
2020-10-29 13:55:00,56.846,2.722,21.396,2.699,92.836,1014.01,93.657,0.524
2020-10-29 14:00:00,72.371,3.534,21.24,2.762,106.424,1014.02,93.662,0.692
2020-10-29 14:05:00,123.341,6.103,21.601,2.807,86.476,1013.81,92.652,1.253
2020-10-29 14:10:00,92.167,4.291,21.494,3.576,95.617,1013.7,91.645,0.87
2020-10-29 14:15:00,68.457,3.27,21.5,3.143,91.012,1013.8,92.663,0.581
2020-10-29 14:20:00,103.51,5.081,21.501,2.909,88.756,1013.8,92.664,0.981
2020-10-29 14:25:00,102.461,4.82,21.5,3.148,87.33,1013.8,92.662,1.099
2020-10-29 14:30:00,86.216,4.064,21.494,3.344,85.502,1013.59,92.655,0.911
2020-10-29 14:35:00,63.853,2.916,21.5,2.867,95.882,1013.69,92.66,0.646
2020-10-29 14:40:00,54.303,2.57,21.495,2.878,96.35,1013.7,92.656,0.546
2020-10-29 14:45:00,64.683,3.106,21.493,2.209,96.902,1013.7,92.654,0.655
2020-10-29 14:50:00,76.106,3.736,21.5,2.781,90.033,1013.69,92.661,0.772
2020-10-29 14:55:00,80.242,3.81,21.498,2.896,80.01,1013.69,92.658,0.829
2020-10-29 15:00:00,78.875,3.532,21.5,2.716,85.186,1013.49,94.664,0.803
2020-10-29 15:05:00,39.559,1.819,21.383,2.329,85.62,1013.62,93.654,0.369
2020-10-29 15:10:00,28.313,1.353,21.283,1.777,82.906,1013.62,93.616,0.242
2020-10-29 15:15:00,28.874,1.462,21.4,2.423,89.224,1013.66,93.655,0.257
2020-10-29 15:20:00,45.341,2.319,21.4,2.093,69.876,1013.64,93.655,0.439
2020-10-29 15:25:00,40.334,1.999,21.4,2.471,84.943,1013.64,93.654,0.409
2020-10-29 15:30:00,41.886,2.015,21.607,2.677,85.519,1013.6,93.66,0.42
2020-10-29 15:35:00,48.118,2.295,21.505,2.506,86.328,1013.6,93.656,0.486
2020-10-29 15:40:00,41.649,1.847,21.5,3.235,80.568,1013.6,93.661,0.428
2020-10-29 15:45:00,34.954,1.683,21.5,1.712,78.808,1013.6,93.661,0.327
2020-10-29 15:50:00,47.454,2.266,21.497,2.827,89.35,1013.38,91.649,0.472
2020-10-29 15:55:00,39.244,1.829,21.498,2.793,97.872,1013.8,93.652,0.385
2020-10-29 16:00:00,38.039,1.831,21.499,2.743,81.792,1013.63,93.618,0.371
2020-10-29 16:05:00,47.477,2.259,21.501,3.468,103.845,1013.61,92.66,0.468
2020-10-29 16:10:00,48.306,2.279,21.497,3.125,102.667,1013.68,92.658,0.471
2020-10-29 16:15:00,34.474,1.633,21.505,2.348,101.973,1013.69,92.655,0.308
2020-10-29 16:20:00,32.62,1.563,21.506,2.971,102.393,1013.69,92.655,0.29
2020-10-29 16:25:00,37.716,1.694,21.503,3.222,99.206,1013.7,92.658,0.355
2020-10-29 16:30:00,30.369,1.436,21.394,2.611,102.202,1013.7,92.657,0.28
2020-10-29 16:35:00,23.46,1.1,21.291,3.061,103.876,1013.9,92.658,0.207
2020-10-29 16:40:00,23.258,1.112,21.399,2.606,103.534,1013.79,92.657,0.196
2020-10-29 16:45:00,21.861,1.134,21.399,2.224,103.259,1014.01,92.657,0.144
2020-10-29 16:50:00,26.634,1.395,21.396,1.211,100.756,1013.9,94.657,0.213
2020-10-29 16:55:00,33.922,1.614,21.397,1.672,94.804,1013.9,91.649,0.283
2020-10-29 17:00:00,31.294,1.485,21.396,2.8,94.446,1013.9,93.652,0.262
2020-10-29 17:05:00,25.609,1.205,21.182,2.434,92.152,1013.9,93.648,0.23
2020-10-29 17:10:00,21.583,1.019,21.288,2.151,107.213,1014.11,93.654,0.17
2020-10-29 17:15:00,16.231,0.771,21.288,2.295,92.013,1014.0,93.635,0.004
2020-10-29 17:20:00,15.727,0.751,21.29,2.619,116.987,1014.22,93.6,0.0
2020-10-29 17:25:00,12.258,0.577,21.298,2.609,111.144,1014.32,93.567,0.0
2020-10-29 17:30:00,7.056,0.331,21.297,1.972,109.608,1014.22,93.594,0.0
2020-10-29 17:35:00,3.808,0.181,21.295,1.896,102.217,1014.2,93.647,0.0
2020-10-29 17:40:00,2.107,0.095,21.287,2.362,101.47,1014.19,93.652,0.0
2020-10-29 17:45:00,1.05,0.05,21.291,2.367,121.885,1014.18,93.648,0.0
2020-10-29 17:50:00,0.46,0.022,21.295,1.621,115.873,1014.2,93.656,0.0
2020-10-29 17:55:00,0.0,0.0,21.291,2.117,103.604,1014.21,94.665,0.0
2020-10-29 18:00:00,0.0,0.0,21.283,2.083,109.149,1014.22,92.566,0.0
2020-10-29 18:05:00,0.0,0.0,21.08,2.354,104.729,1014.42,93.663,0.0
2020-10-29 18:10:00,0.0,0.0,21.195,2.057,95.612,1014.31,93.661,0.0
2020-10-29 18:15:00,0.0,0.0,21.194,2.026,113.634,1014.32,93.661,0.0
2020-10-29 18:20:00,0.0,0.0,21.18,2.134,116.138,1014.32,93.664,0.0
2020-10-29 18:25:00,0.0,0.0,21.187,1.934,102.82,1014.31,93.658,0.0
2020-10-29 18:30:00,0.0,0.0,21.186,2.94,106.748,1014.31,93.659,0.0
2020-10-29 18:35:00,0.0,0.0,21.183,2.606,101.054,1014.32,93.661,0.0
2020-10-29 18:40:00,0.0,0.0,20.977,3.179,86.345,1014.52,93.662,0.0
2020-10-29 18:45:00,0.0,0.0,21.082,2.861,89.221,1014.63,93.659,0.0
2020-10-29 18:50:00,0.0,0.0,21.084,3.517,115.889,1014.52,93.658,0.0
2020-10-29 18:55:00,0.0,0.0,21.086,2.993,95.544,1014.74,93.655,0.0
2020-10-29 19:00:00,0.0,0.0,21.077,2.682,102.122,1014.84,94.664,0.0
2020-10-29 19:05:00,0.0,0.0,21.081,3.098,91.742,1014.94,92.651,0.0
2020-10-29 19:10:00,0.0,0.0,21.086,3.349,99.038,1015.05,93.66,0.0
2020-10-29 19:15:00,0.0,0.0,21.08,2.456,93.809,1014.95,93.661,0.0
2020-10-29 19:20:00,0.0,0.0,21.084,2.505,91.533,1014.94,93.658,0.0
2020-10-29 19:25:00,0.0,0.0,21.081,2.64,105.183,1015.15,93.66,0.0
2020-10-29 19:30:00,0.0,0.0,21.079,2.705,103.141,1015.25,93.662,0.0
2020-10-29 19:35:00,0.0,0.0,20.867,3.033,102.578,1015.36,93.66,0.0
2020-10-29 19:40:00,0.0,0.0,20.983,3.398,109.406,1015.26,93.661,0.0
2020-10-29 19:45:00,0.0,0.0,20.978,3.94,98.105,1015.25,93.658,0.0
2020-10-29 19:50:00,0.0,0.0,20.977,2.815,107.854,1015.47,93.66,0.0
2020-10-29 19:55:00,0.0,0.0,20.985,2.691,99.004,1015.37,93.663,0.0
2020-10-29 20:00:00,0.0,0.0,20.762,2.333,110.531,1015.58,93.659,0.0
2020-10-29 20:05:00,0.0,0.0,20.978,2.381,99.174,1015.47,94.671,0.0
2020-10-29 20:10:00,0.0,0.0,20.984,3.795,95.805,1015.68,92.656,0.0
2020-10-29 20:15:00,0.0,0.0,20.979,2.275,96.869,1015.78,93.666,0.0
2020-10-29 20:20:00,0.0,0.0,20.982,2.893,104.998,1015.68,93.669,0.0
2020-10-29 20:25:00,0.0,0.0,20.976,1.938,98.336,1015.68,93.666,0.0
2020-10-29 20:30:00,0.0,0.0,20.972,2.432,107.649,1015.67,93.664,0.0
2020-10-29 20:35:00,0.0,0.0,21.095,1.346,109.159,1015.89,93.666,0.0
2020-10-29 20:40:00,0.0,0.0,20.991,2.02,117.072,1015.99,93.668,0.0
2020-10-29 20:45:00,0.0,0.0,20.987,2.615,114.571,1015.88,93.664,0.0
2020-10-29 20:50:00,0.0,0.0,20.99,2.402,101.763,1016.09,93.661,0.0
2020-10-29 20:55:00,0.0,0.0,20.989,1.57,105.782,1015.98,93.662,0.0
2020-10-29 21:00:00,0.0,0.0,20.987,1.99,102.329,1016.2,93.664,0.0
2020-10-29 21:05:00,0.0,0.0,21.203,2.826,108.385,1016.09,93.664,0.0
2020-10-29 21:10:00,0.0,0.0,21.1,2.364,104.178,1016.1,91.656,0.0
2020-10-29 21:15:00,0.0,0.0,21.1,2.306,108.179,1016.1,92.666,0.0
2020-10-29 21:20:00,0.0,0.0,21.096,2.697,102.501,1016.09,92.663,0.0
2020-10-29 21:25:00,0.0,0.0,21.311,2.412,92.461,1016.07,92.665,0.0
2020-10-29 21:30:00,0.0,0.0,21.207,2.408,103.82,1016.1,92.66,0.0
2020-10-29 21:35:00,0.0,0.0,21.201,2.404,106.573,1016.09,92.666,0.0
2020-10-29 21:40:00,0.0,0.0,21.208,2.146,111.267,1016.1,92.659,0.0
2020-10-29 21:45:00,0.0,0.0,21.203,1.939,109.909,1016.09,90.647,0.0
2020-10-29 21:50:00,0.0,0.0,21.2,2.158,111.453,1016.09,92.663,0.0
2020-10-29 21:55:00,0.0,0.0,21.2,1.764,114.37,1016.1,92.661,0.0
2020-10-29 22:00:00,0.0,0.0,21.2,1.217,109.552,1015.97,92.66,0.0
2020-10-29 22:05:00,0.0,0.0,21.203,1.594,112.34,1016.21,92.657,0.0
2020-10-29 22:10:00,0.0,0.0,21.21,1.574,111.904,1016.11,93.668,0.0
2020-10-29 22:15:00,0.0,0.0,21.21,1.933,103.772,1016.11,92.667,0.0
2020-10-29 22:20:00,0.0,0.0,21.21,1.901,108.318,1016.11,92.616,0.0
2020-10-29 22:25:00,0.0,0.0,21.098,2.127,113.24,1016.11,92.593,0.0
2020-10-29 22:30:00,0.0,0.0,21.313,2.054,110.914,1016.07,92.523,0.0
2020-10-29 22:35:00,0.0,0.0,21.211,1.619,105.032,1016.1,92.494,0.0
2020-10-29 22:40:00,0.0,0.0,21.206,2.169,113.16,1016.08,92.519,0.0
2020-10-29 22:45:00,0.0,0.0,21.207,2.462,109.462,1016.08,92.492,0.0
2020-10-29 22:50:00,0.0,0.0,21.207,2.105,106.603,1016.1,91.483,0.0
2020-10-29 22:55:00,0.0,0.0,20.996,1.728,110.991,1016.07,92.485,0.0
2020-10-29 23:00:00,0.0,0.0,20.878,2.448,110.412,1016.1,92.491,0.0
2020-10-29 23:05:00,0.0,0.0,20.76,1.65,105.371,1015.97,92.486,0.0
2020-10-29 23:10:00,0.0,0.0,20.642,2.384,110.976,1015.87,92.501,0.0
2020-10-29 23:15:00,0.0,0.0,20.524,2.127,100.895,1016.01,90.482,0.0
2020-10-29 23:20:00,0.0,0.0,20.406,2.121,103.769,1016.01,91.615,0.0
2020-10-29 23:25:00,0.0,0.0,20.288,2.259,97.529,1016.01,91.589,0.0
2020-10-29 23:30:00,0.0,0.0,21.208,2.484,105.13,1016.0,93.528,0.0
2020-10-29 23:35:00,0.0,0.0,21.317,2.777,102.676,1015.99,92.521,0.0
2020-10-29 23:40:00,0.0,0.0,21.213,1.911,106.348,1016.0,92.523,0.0
2020-10-29 23:45:00,0.0,0.0,21.207,2.079,106.575,1016.21,92.518,0.0
2020-10-29 23:50:00,0.0,0.0,21.213,2.637,101.753,1016.0,92.523,0.0
2020-10-29 23:55:00,0.0,0.0,21.209,2.021,100.328,1015.98,92.52,0.0
2020-10-30 00:00:00,0.0,0.0,21.284,2.493,109.537,1015.91,92.582,0.0
2020-10-30 00:05:00,0.0,0.0,21.183,2.412,104.834,1016.01,93.583,0.0
2020-10-30 00:10:00,0.0,0.0,21.078,2.467,104.099,1015.8,91.577,0.0
2020-10-30 00:15:00,0.0,0.0,20.97,2.066,104.549,1015.91,90.568,0.0
2020-10-30 00:20:00,0.0,0.0,21.182,1.957,99.001,1015.91,92.58,0.0
2020-10-30 00:25:00,0.0,0.0,21.393,1.831,95.168,1015.91,92.575,0.0
2020-10-30 00:30:00,0.0,0.0,21.287,2.755,108.965,1015.91,92.51,0.0
2020-10-30 00:35:00,0.0,0.0,21.291,1.628,113.722,1015.9,92.396,0.0
2020-10-30 00:40:00,0.0,0.0,21.288,1.752,106.376,1015.9,92.451,0.0
2020-10-30 00:45:00,0.0,0.0,21.288,2.038,110.133,1015.9,92.455,0.0
2020-10-30 00:50:00,0.0,0.0,21.289,1.717,102.338,1015.9,92.4,0.0
2020-10-30 00:55:00,0.0,0.0,21.288,1.534,109.675,1015.9,92.399,0.0
2020-10-30 01:00:00,0.0,0.0,21.287,1.342,128.84,1015.91,92.372,0.0
2020-10-30 01:05:00,0.0,0.0,21.285,1.735,121.165,1015.69,92.236,0.0
2020-10-30 01:10:00,0.0,0.0,21.495,1.313,115.253,1015.79,91.579,0.0
