时间,实发辐照度,辐照度,温度,风速,风向,压强,湿度,实际功率
2020-11-02 15:20:00,256.495,15.892,28.272,2.104,94.295,1010.48,61.496,2.878
2020-11-02 15:25:00,388.794,31.782,27.962,3.17,93.933,1010.47,62.431,4.134
2020-11-02 15:30:00,301.293,20.484,27.939,2.26,108.59,1010.45,62.662,3.126
2020-11-02 15:35:00,287.711,19.954,27.947,2.567,92.699,1010.46,62.548,2.817
2020-11-02 15:40:00,416.296,35.815,27.916,2.516,89.434,1010.45,62.657,3.636
2020-11-02 15:45:00,366.879,29.37,27.959,2.378,107.247,1010.45,62.658,3.418
2020-11-02 15:50:00,302.676,30.466,27.706,2.857,102.562,1010.24,62.658,2.763
2020-11-02 15:55:00,366.193,32.035,27.599,2.442,99.297,1010.35,64.67,3.376
2020-11-02 16:00:00,351.512,31.024,27.717,2.549,97.85,1010.34,63.669,3.437
2020-11-02 16:05:00,361.052,28.223,27.707,2.653,92.148,1010.35,63.545,3.604
2020-11-02 16:10:00,192.032,16.982,27.706,1.864,108.777,1010.35,63.663,1.967
2020-11-02 16:15:00,181.142,14.161,27.494,2.476,130.508,1010.35,63.665,1.883
2020-11-02 16:20:00,129.143,9.518,27.393,2.47,134.831,1010.38,63.172,1.322
2020-11-02 16:25:00,100.581,12.504,27.286,1.674,127.211,1010.58,63.663,1.016
2020-11-02 16:30:00,90.612,7.836,27.178,2.866,119.869,1010.47,63.662,0.889
2020-11-02 16:35:00,95.391,12.787,27.076,2.175,120.457,1010.48,63.668,0.925
2020-11-02 16:40:00,101.223,11.305,26.971,1.86,119.749,1010.68,65.675,1.007
2020-11-02 16:45:00,91.331,11.049,27.074,1.557,131.492,1010.58,64.672,0.908
2020-11-02 16:50:00,72.463,11.674,27.077,1.751,114.706,1010.79,66.68,0.699
2020-11-02 16:55:00,58.61,9.706,26.862,2.277,109.941,1010.68,65.554,0.556
2020-11-02 17:00:00,52.618,4.776,26.753,1.101,129.738,1010.9,65.671,0.499
2020-11-02 17:05:00,43.599,6.11,26.861,1.06,102.549,1011.01,67.689,0.4
2020-11-02 17:10:00,36.599,6.696,26.643,1.155,106.218,1010.9,68.698,0.316
2020-11-02 17:15:00,26.072,3.27,26.526,1.933,106.459,1011.12,69.705,0.219
2020-11-02 17:20:00,19.995,8.198,26.376,1.699,101.636,1011.02,70.705,0.098
2020-11-02 17:25:00,14.677,3.693,26.263,2.188,96.561,1011.01,71.711,0.0
2020-11-02 17:30:00,11.351,2.428,26.145,2.489,94.892,1011.23,70.706,0.0
2020-11-02 17:35:00,7.756,2.553,26.036,1.983,88.315,1011.34,72.72,0.0
2020-11-02 17:40:00,4.974,0.955,25.926,1.707,108.787,1011.45,71.695,0.0
2020-11-02 17:45:00,2.17,0.746,26.028,1.489,109.082,1011.35,71.718,0.0
2020-11-02 17:50:00,0.299,0.072,25.824,1.626,106.236,1011.35,73.723,0.0
2020-11-02 17:55:00,0.0,0.0,25.717,2.522,114.506,1011.56,71.899,0.0
2020-11-02 18:00:00,0.0,0.0,25.837,2.063,113.57,1011.45,71.394,0.0
2020-11-02 18:05:00,0.0,0.0,25.876,2.845,120.617,1011.46,69.731,0.0
2020-11-02 18:10:00,0.0,0.0,25.921,2.335,117.534,1011.66,69.701,0.0
2020-11-02 18:15:00,0.0,0.0,25.872,1.957,115.344,1011.76,70.705,0.0
2020-11-02 18:20:00,0.0,0.0,25.822,1.77,121.189,1011.86,70.773,0.0
2020-11-02 18:25:00,0.0,0.0,25.609,1.291,123.223,1011.97,71.351,0.0
2020-11-02 18:30:00,0.0,0.0,25.47,1.534,112.039,1011.86,72.021,0.0
2020-11-02 18:35:00,0.0,0.0,25.248,1.182,98.979,1011.86,74.728,0.0
2020-11-02 18:40:00,0.0,0.0,25.076,1.426,96.134,1012.07,73.726,0.0
2020-11-02 18:45:00,0.0,0.0,24.975,2.875,105.637,1012.17,75.73,0.0
2020-11-02 18:50:00,0.0,0.0,25.08,2.519,106.3,1012.28,76.735,0.0
2020-11-02 18:55:00,0.0,0.0,25.079,2.644,91.047,1012.18,77.739,0.0
2020-11-02 19:00:00,0.0,0.0,24.87,1.634,99.39,1012.38,78.744,0.0
2020-11-02 19:05:00,0.0,0.0,24.767,1.543,100.669,1012.48,77.74,0.0
2020-11-02 19:10:00,0.0,0.0,24.664,1.91,100.095,1012.38,79.747,0.0
2020-11-02 19:15:00,0.0,0.0,24.773,1.798,110.253,1012.59,78.738,0.0
2020-11-02 19:20:00,0.0,0.0,24.562,1.607,100.093,1012.69,78.745,0.0
2020-11-02 19:25:00,0.0,0.0,24.665,1.971,95.323,1012.79,78.744,0.0
2020-11-02 19:30:00,0.0,0.0,24.459,1.883,100.191,1012.69,78.744,0.0
2020-11-02 19:35:00,0.0,0.0,24.359,1.776,100.015,1012.89,78.747,0.0
2020-11-02 19:40:00,0.0,0.0,24.255,2.484,101.808,1012.99,78.743,0.0
2020-11-02 19:45:00,0.0,0.0,24.129,1.766,99.212,1013.09,80.748,0.0
2020-11-02 19:50:00,0.0,0.0,24.028,2.245,103.722,1012.99,79.636,0.0
2020-11-02 19:55:00,0.0,0.0,24.136,2.251,103.941,1013.2,79.445,0.0
2020-11-02 20:00:00,0.0,0.0,24.133,2.208,107.643,1013.3,79.005,0.0
2020-11-02 20:05:00,0.0,0.0,24.13,2.021,107.246,1013.4,78.742,0.0
2020-11-02 20:10:00,0.0,0.0,24.13,1.907,103.697,1013.3,77.736,0.0
2020-11-02 20:15:00,0.0,0.0,24.138,1.682,92.252,1013.29,79.087,0.0
2020-11-02 20:20:00,0.0,0.0,23.905,2.298,93.294,1013.51,79.327,0.0
2020-11-02 20:25:00,0.0,0.0,23.795,2.23,108.24,1013.4,79.327,0.0
2020-11-02 20:30:00,0.0,0.0,23.901,3.303,95.326,1013.62,78.886,0.0
2020-11-02 20:35:00,0.0,0.0,23.693,2.178,101.479,1013.72,79.411,0.0
2020-11-02 20:40:00,0.0,0.0,23.585,1.808,117.683,1013.61,79.74,0.0
2020-11-02 20:45:00,0.0,0.0,23.479,2.244,109.092,1013.61,79.726,0.0
2020-11-02 20:50:00,0.0,0.0,23.583,1.886,106.44,1013.82,80.745,0.0
2020-11-02 20:55:00,0.0,0.0,23.378,1.792,100.76,1013.72,79.744,0.0
2020-11-02 21:00:00,0.0,0.0,23.275,2.254,102.277,1013.92,79.742,0.0
2020-11-02 21:05:00,0.0,0.0,23.381,2.483,99.244,1013.81,79.739,0.0
2020-11-02 21:10:00,0.0,0.0,23.381,2.636,100.367,1013.81,79.532,0.0
2020-11-02 21:15:00,0.0,0.0,23.172,1.776,109.677,1014.02,77.882,0.0
2020-11-02 21:20:00,0.0,0.0,23.272,1.719,116.291,1013.92,79.744,0.0
2020-11-02 21:25:00,0.0,0.0,23.066,2.032,112.045,1013.91,79.739,0.0
2020-11-02 21:30:00,0.0,0.0,23.172,1.477,120.079,1013.91,79.739,0.0
2020-11-02 21:35:00,0.0,0.0,23.172,1.578,107.026,1013.91,79.738,0.0
2020-11-02 21:40:00,0.0,0.0,23.167,1.82,109.36,1014.12,79.744,0.0
2020-11-02 21:45:00,0.0,0.0,23.2,2.054,105.701,1014.02,79.741,0.0
2020-11-02 21:50:00,0.0,0.0,23.2,1.409,109.765,1014.23,79.739,0.0
2020-11-02 21:55:00,0.0,0.0,23.2,2.18,112.549,1014.11,80.752,0.0
2020-11-02 22:00:00,0.0,0.0,23.257,2.751,107.962,1014.11,79.544,0.0
2020-11-02 22:05:00,0.0,0.0,23.281,2.251,115.159,1014.12,79.516,0.0
2020-11-02 22:10:00,0.0,0.0,23.272,2.781,107.775,1014.04,79.373,0.0
2020-11-02 22:15:00,0.0,0.0,23.384,2.453,105.435,1014.07,79.173,0.0
2020-11-02 22:20:00,0.0,0.0,23.278,2.701,108.814,1014.07,78.167,0.0
2020-11-02 22:25:00,0.0,0.0,23.276,2.891,108.379,1014.07,79.174,0.0
2020-11-02 22:30:00,0.0,0.0,23.276,2.55,104.332,1014.03,79.174,0.0
2020-11-02 22:35:00,0.0,0.0,23.276,2.821,111.864,1014.08,79.176,0.0
2020-11-02 22:40:00,0.0,0.0,23.274,1.848,98.893,1014.13,79.208,0.0
2020-11-02 22:45:00,0.0,0.0,23.094,2.996,116.035,1014.13,79.27,0.0
2020-11-02 22:50:00,0.0,0.0,23.201,2.66,104.096,1013.92,79.744,0.0
2020-11-02 22:55:00,0.0,0.0,23.199,2.423,105.801,1014.03,79.747,0.0
2020-11-02 23:00:00,0.0,0.0,23.195,3.015,111.213,1014.03,77.166,0.0
2020-11-02 23:05:00,0.0,0.0,23.201,3.547,110.39,1014.03,78.74,0.0
2020-11-02 23:10:00,0.0,0.0,23.203,2.611,116.34,1014.03,78.744,0.0
2020-11-02 23:15:00,0.0,0.0,23.265,2.795,109.544,1014.02,78.501,0.0
2020-11-02 23:20:00,0.0,0.0,23.382,3.207,100.703,1014.03,78.204,0.0
2020-11-02 23:25:00,0.0,0.0,23.202,3.563,108.997,1014.03,78.453,0.0
2020-11-02 23:30:00,0.0,0.0,23.2,2.79,104.019,1014.23,78.576,0.0
2020-11-02 23:35:00,0.0,0.0,23.197,2.779,109.483,1014.13,78.744,0.0
2020-11-02 23:40:00,0.0,0.0,23.194,3.211,111.87,1014.13,78.528,0.0
2020-11-02 23:45:00,0.0,0.0,23.2,3.101,105.206,1014.34,78.741,0.0
2020-11-02 23:50:00,0.0,0.0,23.092,2.571,91.561,1014.2,78.744,0.0
2020-11-02 23:55:00,0.0,0.0,22.988,2.613,98.325,1014.17,78.743,0.0
2020-11-03 00:00:00,0.0,0.0,22.906,2.322,101.527,1014.17,80.076,0.0
2020-11-03 00:05:00,0.0,0.0,23.007,3.963,94.318,1014.07,79.074,0.0
2020-11-03 00:10:00,0.0,0.0,22.803,3.234,89.441,1013.97,78.071,0.0
2020-11-03 00:15:00,0.0,0.0,22.695,3.024,110.411,1014.28,77.064,0.0
2020-11-03 00:20:00,0.0,0.0,22.866,2.472,105.288,1014.17,79.069,0.0
2020-11-03 00:25:00,0.0,0.0,22.8,2.622,97.218,1014.18,79.075,0.0
2020-11-03 00:30:00,0.0,0.0,22.8,2.842,97.512,1014.18,79.075,0.0
2020-11-03 00:35:00,0.0,0.0,22.796,2.435,107.681,1014.16,79.074,0.0
2020-11-03 00:40:00,0.0,0.0,22.586,2.933,111.74,1014.17,79.066,0.0
2020-11-03 00:45:00,0.0,0.0,22.482,3.036,101.361,1014.18,81.079,0.0
2020-11-03 00:50:00,0.0,0.0,22.374,2.852,93.844,1014.15,80.071,0.0
2020-11-03 00:55:00,0.0,0.0,22.273,2.894,93.918,1014.11,80.078,0.0
2020-11-03 01:00:00,0.0,0.0,22.172,2.334,88.867,1014.07,82.08,0.0
2020-11-03 01:05:00,0.0,0.0,22.068,2.543,93.755,1014.07,81.076,0.0
2020-11-03 01:10:00,0.0,0.0,22.168,3.08,105.566,1014.07,81.08,0.0
2020-11-03 01:15:00,0.0,0.0,21.964,1.786,99.109,1013.97,81.076,0.0
2020-11-03 01:20:00,0.0,0.0,21.855,1.997,100.747,1013.86,81.072,0.0
2020-11-03 01:25:00,0.0,0.0,21.96,2.71,99.709,1013.97,80.96,0.0
2020-11-03 01:30:00,0.0,0.0,21.959,2.252,105.179,1013.98,80.807,0.0
2020-11-03 01:35:00,0.0,0.0,21.965,2.029,104.459,1013.98,81.042,0.0
2020-11-03 01:40:00,0.0,0.0,21.748,2.481,108.391,1014.02,81.073,0.0
2020-11-03 01:45:00,0.0,0.0,21.85,1.956,103.95,1013.97,81.079,0.0
2020-11-03 01:50:00,0.0,0.0,21.645,2.37,109.844,1013.96,83.083,0.0
2020-11-03 01:55:00,0.0,0.0,21.542,1.572,125.218,1013.96,84.086,0.0
2020-11-03 02:00:00,0.0,0.0,21.647,2.315,109.172,1013.97,82.948,0.0
2020-11-03 02:05:00,0.0,0.0,21.436,2.44,112.762,1013.97,82.705,0.0
2020-11-03 02:10:00,0.0,0.0,21.546,1.945,112.073,1013.97,81.974,0.0
2020-11-03 02:15:00,0.0,0.0,21.336,2.297,108.802,1013.76,81.819,0.0
2020-11-03 02:20:00,0.0,0.0,21.44,2.386,104.46,1013.92,81.811,0.0
2020-11-03 02:25:00,0.0,0.0,21.437,2.505,107.76,1013.86,79.807,0.0
2020-11-03 02:30:00,0.0,0.0,21.234,2.344,102.503,1013.86,80.809,0.0
2020-11-03 02:35:00,0.0,0.0,21.133,2.546,108.428,1013.86,80.808,0.0
2020-11-03 02:40:00,0.0,0.0,21.032,2.721,100.539,1013.86,81.07,0.0
2020-11-03 02:45:00,0.0,0.0,20.929,2.614,101.248,1013.66,81.522,0.0
2020-11-03 02:50:00,0.0,0.0,20.827,2.432,107.584,1013.78,81.807,0.0
2020-11-03 02:55:00,0.0,0.0,20.718,2.552,93.307,1013.84,81.99,0.0
2020-11-03 03:00:00,0.0,0.0,20.613,1.852,113.938,1013.86,81.935,0.0
2020-11-03 03:05:00,0.0,0.0,20.714,2.675,107.948,1013.86,81.406,0.0
2020-11-03 03:10:00,0.0,0.0,20.765,2.074,111.973,1013.87,80.808,0.0
2020-11-03 03:15:00,0.0,0.0,20.715,2.62,114.449,1014.02,80.809,0.0
2020-11-03 03:20:00,0.0,0.0,20.795,2.764,116.755,1013.92,78.806,0.0
2020-11-03 03:25:00,0.0,0.0,20.761,2.43,107.978,1013.91,79.814,0.0
2020-11-03 03:30:00,0.0,0.0,20.511,2.198,104.896,1013.92,79.808,0.0
2020-11-03 03:35:00,0.0,0.0,20.616,2.896,104.749,1013.91,79.812,0.0
2020-11-03 03:40:00,0.0,0.0,20.611,2.775,108.815,1014.12,79.806,0.0
2020-11-03 03:45:00,0.0,0.0,20.615,2.342,105.462,1014.02,79.81,0.0
2020-11-03 03:50:00,0.0,0.0,20.402,2.44,99.563,1014.01,79.815,0.0
2020-11-03 03:55:00,0.0,0.0,20.506,2.893,95.303,1014.02,79.81,0.0
2020-11-03 04:00:00,0.0,0.0,20.504,2.595,106.991,1014.02,79.808,0.0
2020-11-03 04:05:00,0.0,0.0,20.293,2.202,109.752,1014.01,79.815,0.0
2020-11-03 04:10:00,0.0,0.0,20.399,2.52,110.247,1014.01,77.8,0.0
2020-11-03 04:15:00,0.0,0.0,20.395,2.372,107.839,1014.02,79.807,0.0
2020-11-03 04:20:00,0.0,0.0,20.188,2.801,105.432,1014.02,80.821,0.0
2020-11-03 04:25:00,0.0,0.0,20.083,2.028,119.431,1014.02,79.816,0.0
2020-11-03 04:30:00,0.0,0.0,20.185,2.577,109.114,1014.02,79.819,0.0
2020-11-03 04:35:00,0.0,0.0,19.977,2.227,106.385,1014.23,81.827,0.0
2020-11-03 04:40:00,0.0,0.0,20.082,3.166,110.061,1014.12,80.821,0.0
2020-11-03 04:45:00,0.0,0.0,20.078,3.137,95.653,1014.13,80.826,0.0
2020-11-03 04:50:00,0.0,0.0,19.868,2.489,109.507,1014.12,82.836,0.0
2020-11-03 04:55:00,0.0,0.0,19.758,1.594,99.79,1014.34,81.826,0.0
2020-11-03 05:00:00,0.0,0.0,19.654,1.237,118.338,1014.24,83.84,0.0
2020-11-03 05:05:00,0.0,0.0,19.756,2.252,104.559,1014.44,82.721,0.0
2020-11-03 05:10:00,0.0,0.0,19.8,2.336,106.799,1014.55,81.745,0.0
2020-11-03 05:15:00,0.0,0.0,19.77,1.565,101.495,1014.44,81.765,0.0
2020-11-03 05:20:00,0.0,0.0,19.8,1.991,116.15,1014.44,81.036,0.0
2020-11-03 05:25:00,0.0,0.0,19.76,0.788,106.375,1014.66,81.513,0.0
2020-11-03 05:30:00,0.0,0.0,19.544,2.286,106.517,1014.55,81.49,0.0
2020-11-03 05:35:00,0.0,0.0,19.649,1.846,97.352,1014.76,81.826,0.0
2020-11-03 05:40:00,0.0,0.0,19.442,2.172,100.983,1014.66,82.13,0.0
2020-11-03 05:45:00,0.0,0.0,19.551,2.058,105.886,1014.87,82.293,0.0
2020-11-03 05:50:00,0.0,0.0,19.34,1.528,110.956,1014.77,82.351,0.0
2020-11-03 05:55:00,0.0,0.0,19.239,1.955,101.554,1014.77,82.839,0.0
2020-11-03 06:00:00,0.0,0.0,19.136,1.799,109.86,1014.97,82.838,0.0
2020-11-03 06:05:00,0.0,0.0,19.24,2.16,111.376,1015.07,83.842,0.0
2020-11-03 06:10:00,0.0,0.0,19.404,2.525,117.274,1014.96,82.041,0.0
2020-11-03 06:15:00,0.0,0.0,19.442,1.841,113.753,1015.17,82.041,0.0
2020-11-03 06:20:00,0.0,0.0,19.323,1.758,110.298,1015.06,82.377,0.0
2020-11-03 06:25:00,0.0,0.0,19.246,1.694,107.281,1015.06,82.833,0.0
2020-11-03 06:30:00,0.0,0.0,19.027,1.263,84.03,1015.28,82.834,0.0
2020-11-03 06:35:00,0.0,0.0,18.927,2.1,93.316,1015.38,82.842,0.0
2020-11-03 06:40:00,0.204,0.013,19.086,1.8,95.111,1015.28,81.038,0.0
2020-11-03 06:45:00,3.533,0.44,19.131,2.357,110.031,1015.28,82.839,0.0
2020-11-03 06:50:00,8.737,0.694,19.106,2.171,98.62,1015.49,82.837,0.0
2020-11-03 06:55:00,13.943,1.161,19.046,1.763,110.449,1015.38,82.835,0.0
2020-11-03 07:00:00,24.2,2.203,19.088,2.171,115.241,1015.59,82.838,0.016
2020-11-03 07:05:00,27.03,3.381,19.131,2.085,98.881,1015.48,82.834,0.171
2020-11-03 07:10:00,38.156,3.867,19.1,1.693,97.406,1015.48,83.847,0.274
2020-11-03 07:15:00,47.171,3.614,19.1,2.233,94.238,1015.48,84.856,0.332
2020-11-03 07:20:00,70.19,5.469,19.167,1.767,108.429,1015.49,83.852,0.487
2020-11-03 07:25:00,84.906,7.112,19.355,1.822,97.624,1015.7,83.668,0.763
2020-11-03 07:30:00,102.89,5.97,19.457,1.251,111.463,1015.6,82.966,1.04
2020-11-03 07:35:00,122.174,7.279,19.612,2.502,102.631,1015.6,82.042,1.287
2020-11-03 07:40:00,142.719,12.073,19.754,3.029,100.945,1015.6,80.035,1.512
2020-11-03 07:45:00,163.676,13.969,19.863,3.249,99.326,1015.81,81.044,1.73
2020-11-03 07:50:00,184.009,10.546,19.97,2.718,112.411,1015.7,79.028,1.948
2020-11-03 07:55:00,204.761,12.5,20.107,2.119,92.973,1015.7,80.034,2.182
2020-11-03 08:00:00,228.261,14.357,20.213,3.741,109.121,1015.7,78.023,2.438
2020-11-03 08:05:00,251.381,17.79,20.326,2.472,123.227,1015.92,79.028,2.69
2020-11-03 08:10:00,272.971,22.123,20.471,2.593,108.476,1015.82,79.024,2.934
2020-11-03 08:15:00,293.8,16.512,20.631,2.155,110.287,1016.03,77.016,3.167
2020-11-03 08:20:00,312.644,20.391,20.732,2.847,109.471,1016.13,76.015,3.371
2020-11-03 08:25:00,332.202,21.838,20.851,1.475,116.122,1016.23,77.989,3.588
2020-11-03 08:30:00,352.034,24.536,20.969,3.403,111.714,1016.13,75.013,3.804
2020-11-03 08:35:00,372.208,27.503,21.102,3.249,108.524,1016.12,76.021,4.029
2020-11-03 08:40:00,394.375,27.369,21.0,3.692,112.757,1016.13,76.014,4.285
2020-11-03 08:45:00,410.931,30.756,21.205,3.827,103.265,1016.13,74.009,4.468
2020-11-03 08:50:00,443.571,33.447,21.1,4.166,101.888,1016.33,75.014,4.771
2020-11-03 08:55:00,475.95,33.073,21.389,4.239,102.92,1016.43,75.012,5.086
2020-11-03 09:00:00,497.967,35.843,21.49,3.524,115.987,1016.33,73.009,5.395
2020-11-03 09:05:00,517.121,33.173,21.629,3.687,111.903,1016.32,74.017,5.519
2020-11-03 09:10:00,569.376,45.522,21.851,3.611,109.134,1016.29,72.006,6.239
2020-11-03 09:15:00,605.615,35.231,22.199,2.631,101.018,1016.32,73.013,6.575
2020-11-03 09:20:00,564.453,42.086,22.301,4.232,89.0,1016.3,70.85,5.816
2020-11-03 09:25:00,589.141,43.469,22.192,3.926,107.241,1016.32,71.859,6.698
2020-11-03 09:30:00,620.154,44.652,22.194,4.056,97.787,1016.32,69.843,7.094
2020-11-03 09:35:00,586.985,43.751,22.488,4.16,131.949,1016.3,68.154,6.757
2020-11-03 09:40:00,605.652,44.768,22.595,4.089,145.99,1016.26,66.657,7.02
2020-11-03 09:45:00,608.614,42.663,22.699,3.948,138.332,1016.24,65.653,7.091
2020-11-03 09:50:00,616.169,49.593,22.8,4.179,134.156,1016.12,66.654,7.227
2020-11-03 09:55:00,633.904,49.461,22.909,4.242,142.973,1016.01,64.644,7.486
2020-11-03 10:00:00,637.425,49.105,22.766,4.431,148.432,1016.12,65.649,7.518
2020-11-03 10:05:00,637.273,44.604,23.011,3.013,135.245,1016.11,65.646,7.544
2020-11-03 10:10:00,647.966,46.677,23.112,3.2,111.044,1016.11,65.644,7.648
2020-11-03 10:15:00,651.797,46.737,23.393,3.562,102.324,1016.11,63.117,7.563
2020-11-03 10:20:00,670.674,50.173,23.292,3.572,104.728,1016.11,64.118,7.747
2020-11-03 10:25:00,663.4,54.688,23.064,4.381,99.197,1015.9,64.123,7.566
2020-11-03 10:30:00,690.687,52.951,23.292,4.128,100.822,1016.0,64.118,7.848
2020-11-03 10:35:00,571.223,54.288,23.161,5.312,106.58,1016.01,64.125,6.198
2020-11-03 10:40:00,589.21,53.273,23.201,4.42,93.272,1015.8,64.117,7.525
2020-11-03 10:45:00,677.271,58.344,23.29,3.994,124.309,1015.7,64.121,8.144
2020-11-03 10:50:00,716.253,52.39,23.499,3.247,124.909,1015.6,64.121,8.447
2020-11-03 10:55:00,717.753,57.682,23.733,3.84,110.683,1015.5,62.117,8.456
2020-11-03 11:00:00,724.898,60.696,23.545,3.412,114.884,1015.6,63.12,8.541
2020-11-03 11:05:00,742.472,57.063,23.63,3.052,123.626,1015.4,63.12,8.715
2020-11-03 11:10:00,747.213,60.331,23.633,4.242,100.407,1015.3,63.117,8.697
2020-11-03 11:15:00,747.728,55.174,23.96,3.04,105.8,1015.41,63.124,8.536
2020-11-03 11:20:00,768.219,57.041,24.233,2.789,133.623,1015.17,61.116,8.795
2020-11-03 11:25:00,741.15,60.65,24.024,3.135,118.705,1015.06,60.107,8.548
2020-11-03 11:30:00,725.339,57.55,23.937,3.075,119.589,1014.91,61.545,8.394
2020-11-03 11:35:00,773.558,59.007,24.341,2.54,118.263,1014.78,61.49,8.887
2020-11-03 11:40:00,775.951,60.752,24.515,3.234,107.329,1014.67,61.112,8.941
2020-11-03 11:45:00,786.414,65.029,24.276,2.53,133.685,1014.56,61.114,9.04
2020-11-03 11:50:00,804.786,62.492,24.408,3.413,125.571,1014.45,61.114,9.152
2020-11-03 11:55:00,774.208,72.022,24.324,2.852,147.2,1014.34,61.115,8.923
2020-11-03 12:00:00,768.678,58.239,24.622,2.345,110.768,1014.22,61.114,8.661
2020-11-03 12:05:00,688.501,54.951,24.727,4.077,104.839,1014.12,61.112,8.272
2020-11-03 12:10:00,726.867,60.909,24.623,4.212,91.7,1014.02,59.103,8.791
2020-11-03 12:15:00,803.811,59.42,24.957,2.668,108.6,1014.12,60.104,9.164
2020-11-03 12:20:00,833.067,65.67,25.095,3.361,109.622,1013.92,60.108,9.313
2020-11-03 12:25:00,835.075,62.71,25.196,2.192,126.512,1013.82,58.102,9.159
2020-11-03 12:30:00,842.899,68.486,24.971,3.734,124.648,1013.71,59.268,9.421
2020-11-03 12:35:00,853.126,67.175,24.827,3.691,137.829,1013.6,59.863,9.659
2020-11-03 12:40:00,863.26,67.94,24.994,3.865,133.806,1013.5,59.481,9.186
2020-11-03 12:45:00,720.905,53.359,25.044,3.337,118.043,1013.4,59.636,9.018
2020-11-03 12:50:00,456.064,34.738,24.987,3.202,102.801,1013.3,59.625,5.822
2020-11-03 12:55:00,853.409,53.409,25.09,2.806,100.133,1013.41,59.964,9.438
2020-11-03 13:00:00,848.538,57.053,25.612,2.663,112.785,1013.18,59.218,8.424
2020-11-03 13:05:00,453.541,25.316,25.496,3.121,97.805,1013.29,59.111,4.639
2020-11-03 13:10:00,426.212,22.581,24.947,3.168,107.57,1013.07,61.118,5.269
2020-11-03 13:15:00,436.729,22.108,24.724,2.672,129.635,1013.17,59.626,4.799
2020-11-03 13:20:00,347.182,18.376,24.829,3.243,85.071,1012.97,60.113,3.716
2020-11-03 13:25:00,423.659,24.359,24.832,3.206,79.617,1013.08,62.126,4.395
2020-11-03 13:30:00,513.537,27.665,24.911,2.68,113.249,1012.86,61.1,5.77
2020-11-03 13:35:00,544.198,30.144,24.998,2.776,79.891,1012.97,60.207,6.201
2020-11-03 13:40:00,354.527,19.636,24.998,2.561,65.254,1012.75,60.754,3.904
2020-11-03 13:45:00,399.159,25.081,24.95,3.069,112.064,1012.86,60.728,5.116
2020-11-03 13:50:00,752.422,42.377,25.023,3.019,94.611,1012.85,60.558,8.701
2020-11-03 13:55:00,703.309,41.203,25.468,2.976,104.187,1012.64,60.118,7.931
2020-11-03 14:00:00,522.844,30.363,25.4,3.172,82.239,1012.74,60.917,5.781
2020-11-03 14:05:00,529.887,32.102,25.395,1.303,116.257,1012.74,61.125,6.752
2020-11-03 14:10:00,668.579,41.35,25.362,3.626,120.317,1012.75,60.632,7.623
2020-11-03 14:15:00,688.57,41.972,25.361,1.886,133.977,1012.53,60.854,7.595
2020-11-03 14:20:00,410.849,29.127,25.366,2.003,77.782,1012.63,59.111,4.775
2020-11-03 14:25:00,586.27,36.492,25.577,2.364,87.135,1012.65,60.121,6.228
2020-11-03 14:30:00,696.232,43.108,25.474,1.73,115.584,1012.63,60.121,6.895
2020-11-03 14:35:00,287.609,18.83,25.428,2.767,54.787,1012.64,60.119,2.952
2020-11-03 14:40:00,240.554,17.79,25.117,1.994,74.65,1012.64,62.126,2.561
2020-11-03 14:45:00,154.677,11.172,25.053,1.775,99.793,1012.7,63.129,1.63
2020-11-03 14:50:00,149.769,11.24,24.798,1.254,68.434,1012.7,62.121,1.546
2020-11-03 14:55:00,177.185,13.907,24.696,1.898,92.818,1012.65,64.132,1.81
2020-11-03 15:00:00,209.253,16.917,24.588,2.58,105.121,1012.64,63.124,2.146
2020-11-03 15:05:00,228.234,15.847,24.698,2.486,88.732,1012.64,63.126,2.315
2020-11-03 15:10:00,268.375,18.813,24.734,2.025,54.54,1012.42,63.123,2.825
2020-11-03 15:15:00,273.303,18.047,24.806,1.39,65.103,1012.55,62.638,2.947
2020-11-03 15:20:00,302.508,22.194,24.938,1.565,57.584,1012.55,62.708,3.326
2020-11-03 15:25:00,334.438,23.787,25.004,1.465,70.968,1012.53,62.475,3.652
2020-11-03 15:30:00,315.746,22.856,25.17,1.884,87.531,1012.53,63.126,3.359
2020-11-03 15:35:00,350.54,25.798,25.172,2.384,64.284,1012.53,62.254,3.616
2020-11-03 15:40:00,378.773,32.918,25.055,2.642,85.473,1012.53,63.129,3.464
2020-11-03 15:45:00,485.953,38.776,25.279,1.687,105.243,1012.53,63.129,4.802
2020-11-03 15:50:00,523.03,43.001,25.437,2.802,94.814,1012.31,60.977,5.339
2020-11-03 15:55:00,521.952,45.389,25.335,2.57,114.183,1012.21,59.975,5.283
2020-11-03 16:00:00,311.316,25.206,25.541,2.241,96.669,1012.32,60.978,3.719
2020-11-03 16:05:00,229.126,19.766,25.262,2.816,83.546,1012.38,61.077,2.401
2020-11-03 16:10:00,201.216,22.261,25.061,2.804,102.794,1012.43,62.126,2.071
2020-11-03 16:15:00,162.827,16.792,24.916,2.308,93.445,1012.44,62.12,1.649
2020-11-03 16:20:00,142.678,13.376,24.75,2.591,78.811,1012.45,62.125,1.432
2020-11-03 16:25:00,140.687,12.721,24.641,2.183,88.041,1012.42,64.139,1.408
2020-11-03 16:30:00,137.417,13.183,24.743,1.99,88.252,1012.43,63.137,1.391
